Occured,Non-Domestic,Domestic,Non-DomesticArrest,DomesticArrest,Non-DomesticArrestPerc,DomesticArrestPerc
202307,19430,4524,2221,602
202308,2274,546
202309,2102,524
202310,2123,533
202311,2039,482
202312,1979,551
202401,2308,556
202402,2245,528
202403,2294,564
202404,1984,555
202405,2081,548
202406,1177,332
202406,1177,332
